Company Name,Primary Category,Vendor Scale,Local Vendor Priority,Address,City,State,Phone,Website,Latitude,Longitude,Map Status,Priority,Verification Status,Source URL,Notes,Oilfield Specific Fit,Location Role / Satellite Type,Expansion Source,Original Latitude,Original Longitude,Map Offset Applied,Duplicate Cleanup Action,Address Completeness,Hover Separation Group,Hover Group Size,Map Behavior
James Drilling Co,Drilling / Downhole / Fluids,Google Places discovery lead,High,6235 W 56th Ave,Arvada,CO,(303) 420-5181,http://www.jamesdrilling.com/,39.7985466,-105.0641294,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=4923886275540957063,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support; mobile well testing hydro testing pressure testing. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,39.798547|-105.064129,1,Single marker; tooltip opens on click
JWT Well Services Inc.,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,112 Ferguson Ln,Pikeville,KY,(606) 432-0478,,37.4836398,-82.5134485,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=3846888296876160420,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: well service field services production support; drilling workover wireline cementing services; gasfield natural gas well services; mobile well testing hydro testing pressure testing. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,37.483640|-82.513448,1,Single marker; tooltip opens on click
Klima Well Services Inc,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,908 MacArthur Rd,Great Bend,KS,(620) 792-4416,,38.3606672,-98.8063314,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=10431855185389857193,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; gas compression processing measurement methane services; pipeline gathering integrity midstream construction; water hauling environmental disposal oil gas; well service field services production support; mobile well testing hydro testing pressure testing; NDT inspection tubular pipeline integrity services. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,38.360667|-98.806331,1,Single marker; tooltip opens on click
L D Drilling Co,Drilling / Downhole / Fluids,Google Places discovery lead,High,7 SW 26 Ave,Great Bend,KS,(620) 793-3051,,38.3612835,-98.8232890,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=9517657354472307474,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support; NDT inspection tubular pipeline integrity services. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,38.361283|-98.823289,1,Single marker; tooltip opens on click
L F Well Services Inc.,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,5696 US-64,Farmington,NM,(505) 436-7130,,36.7047764,-108.1054062,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=6845055932138245731,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support; mobile well testing hydro testing pressure testing. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,36.704776|-108.105406,1,Single marker; tooltip opens on click
Lauffer Well Services Inc,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,4584 KY-321,Hagerhill,KY,(606) 789-6358,,37.7808438,-82.7934822,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=12513243777185399224,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: gasfield natural gas well services; well service field services production support; drilling workover wireline cementing services; mobile well testing hydro testing pressure testing. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,37.780844|-82.793482,1,Single marker; tooltip opens on click
LG Drilling,Drilling / Downhole / Fluids,Google Places discovery lead,High,2644 E Riding Club Rd,Cheyenne,WY,(307) 214-9969,https://lgdrilling.com/contact/,41.2089586,-104.7778939,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=8203799560278409104,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support; mobile well testing hydro testing pressure testing; NDT inspection tubular pipeline integrity services. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,41.208959|-104.777894,1,Single marker; tooltip opens on click
Liberty Oilfield Services - Fabrication Department,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,10220 Brighton Rd,Henderson,CO,,,39.8818047,-104.8896104,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=5917614000581913855,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; oilfield supply pumps equipment rental; well service field services production support. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,39.881805|-104.889610,1,Single marker; tooltip opens on click
Lighthouse Drilling,Drilling / Downhole / Fluids,Google Places discovery lead,High,838 SW Purity Spgs Rd Suite B,El Dorado,KS,(316) 435-5151,https://www.lighthousedrilling.com/,37.8133141,-96.9158629,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=5119430647948942362,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; water hauling environmental disposal oil gas; well service field services production support; mobile well testing hydro testing pressure testing; engine compressor repair service oil gas. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,37.813314|-96.915863,1,Single marker; tooltip opens on click
M & T Drilling,Drilling / Downhole / Fluids,Google Places discovery lead,High,2093 County Road 221,Fredericktown,MO,(573) 783-7653,,37.5605837,-90.2962400,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=15487231815536248406,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; pipeline gathering integrity midstream construction; well service field services production support; mobile well testing hydro testing pressure testing; NDT inspection tubular pipeline integrity services. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,37.560584|-90.296240,1,Single marker; tooltip opens on click
"M5 Drilling Company, LLC",Drilling / Downhole / Fluids,Google Places discovery lead,High,4320 US-380,Decatur,TX,(940) 627-5450,http://www.m5drilling.com/,33.2332785,-97.6734866,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=6494712293846925533,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support; mobile well testing hydro testing pressure testing. Places types: establishment; general_contractor; plumber; point_of_interest; store.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,33.233278|-97.673487,1,Single marker; tooltip opens on click
"Matagorda Oilfield Specialty, Inc.",Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,3586 FM2668,Bay City,TX,(979) 245-4683,http://www.mos-industrial.com/,28.9677120,-95.9533902,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=5350476824410779724,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; oilfield supply pumps equipment rental; pump and supply artificial lift production equipment. Places types: establishment; point_of_interest; store.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,28.967712|-95.953390,1,Single marker; tooltip opens on click
Maverick oil field supply,Supply / Equipment / Artificial Lift,Google Places discovery lead,High,231 Little League Dr,Gaylord,MI,(989) 448-7007,http://maverickoilfieldsupply.com/,45.0249829,-84.6530546,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=13463083488736801069,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; oilfield supply pumps equipment rental; water hauling environmental disposal oil gas; engine compressor repair service oil gas. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,45.024983|-84.653055,1,Single marker; tooltip opens on click
Mc Ada Drilling Fluids Inc,Drilling / Downhole / Fluids,Google Places discovery lead,High,720 Avenue F,Bay City,TX,(979) 244-3444,http://mcadafluidsheating.com/,29.0094395,-95.9753680,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=16709103336013132033,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; gas compression processing measurement methane services; oilfield supply pumps equipment rental. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,29.009439|-95.975368,1,Single marker; tooltip opens on click
Mciver Drilling LLC,Drilling / Downhole / Fluids,Google Places discovery lead,High,5622 KY-90,Albany,KY,(606) 688-4281,,36.7701326,-85.2341331,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=7134528587462565902,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; gas compression processing measurement methane services; pipeline gathering integrity midstream construction; well service field services production support; NDT inspection tubular pipeline integrity services. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,36.770133|-85.234133,1,Single marker; tooltip opens on click
"Moore Well Services, Inc.",Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,246 N Cleveland Ave,Mogadore,OH,(330) 628-4443,http://www.moorewellservices.com/,41.0579749,-81.3934477,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=15127372714177024441,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: gasfield natural gas well services; well service field services production support; drilling workover wireline cementing services; oilfield services. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,41.057975|-81.393448,1,Single marker; tooltip opens on click
N & J Oil Field Supply & Services,Supply / Equipment / Artificial Lift,Google Places discovery lead,High,1401 Hazel St,Arcadia,LA,(318) 263-8232,,32.5579976,-92.9144034,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=17231475685989483863,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; oilfield supply pumps equipment rental; well service field services production support. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,32.557998|-92.914403,1,Single marker; tooltip opens on click
Newpark Drilling Fluids,Drilling / Downhole / Fluids,Google Places discovery lead,High,10 Orin Way,Douglas,WY,,,42.7203195,-105.3087553,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=9156357762137017465,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support; NDT inspection tubular pipeline integrity services. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,42.720320|-105.308755,1,Single marker; tooltip opens on click
Norris Well Services Inc.,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,2141 Scottsville Rd,Glasgow,KY,(270) 651-8737,,36.9744662,-85.9398175,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=1462486230550182735,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: well service field services production support; gasfield natural gas well services; drilling workover wireline cementing services; oilfield services; pipeline gathering integrity midstream construction; mobile well testing hydro testing pressure testing; NDT inspection tubular pipeline integrity services. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,36.974466|-85.939817,1,Single marker; tooltip opens on click
Northern Michigan Well Services,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,2534 Murner Rd #9363,Gaylord,MI,(989) 619-2716,,45.0651950,-84.7178430,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=314001157007280062,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; pipeline gathering integrity midstream construction; oilfield supply pumps equipment rental; water hauling environmental disposal oil gas; well service field services production support; mobile well testing hydro testing pressure testing. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,45.065195|-84.717843,1,Single marker; tooltip opens on click
Oilfield Equipment Sales,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,5320 FM 902,Gainesville,TX,(940) 668-1079,http://oilfieldequipmentsales.com/,33.5683941,-97.0380592,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=6349188775658929343,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield supply pumps equipment rental; oilfield services; drilling workover wireline cementing services; well service field services production support; pump and supply artificial lift production equipment. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,33.568394|-97.038059,1,Single marker; tooltip opens on click
Phillips Well Service,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,315 N Industrial Rd,El Dorado,KS,,,37.8207343,-96.9139607,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=6220456925783692222,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: gasfield natural gas well services; oilfield services; drilling workover wireline cementing services; well service field services production support; mobile well testing hydro testing pressure testing; engine compressor repair service oil gas. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,37.820734|-96.913961,1,Single marker; tooltip opens on click
"Piceance Well Service, Inc.",Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,779 Valley Ct,Grand Junction,CO,(970) 242-6900,http://pwsrigs.com/,39.1179197,-108.6505902,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=6448672040811069967,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: drilling workover wireline cementing services; oilfield services; gasfield natural gas well services; pipeline gathering integrity midstream construction; well service field services production support; NDT inspection tubular pipeline integrity services. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,39.117920|-108.650590,1,Single marker; tooltip opens on click
Potts Drilling,Drilling / Downhole / Fluids,Google Places discovery lead,High,204 Countryside Ln,Belgrade,MT,(406) 586-6812,http://www.pottsdrilling.com/,45.7700618,-111.2261874,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=4628933864016870933,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support; mobile well testing hydro testing pressure testing. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,45.770062|-111.226187,1,Single marker; tooltip opens on click
Pro Well Service,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,5422 US-82,Gainesville,TX,,,33.6462207,-97.0754006,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=15461317504836371712,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: well service field services production support; oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; mobile well testing hydro testing pressure testing. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,33.646221|-97.075401,1,Single marker; tooltip opens on click
Ratliff Drilling Co,Drilling / Downhole / Fluids,Google Places discovery lead,High,229 Janessa St,Cedar Bluff,VA,(276) 963-1000,,37.0512904,-81.7824534,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=17963647476352054226,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: drilling workover wireline cementing services; oilfield services; gasfield natural gas well services; well service field services production support; NDT inspection tubular pipeline integrity services. Places types: establishment; general_contractor; plumber; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,37.051290|-81.782453,1,Single marker; tooltip opens on click
Reliance Well Services,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,"5226 Ky, KY-1428",Allen City,KY,(606) 949-1201,http://www.reliancewellservices.com/,37.6327021,-82.7172173,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=16961473911487483697,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: well service field services production support; oilfield services; gasfield natural gas well services; pipeline gathering integrity midstream construction; NDT inspection tubular pipeline integrity services. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,37.632702|-82.717217,1,Single marker; tooltip opens on click
"Renegade Well Services, Ltd",Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,7501 County Rd 1128,Godley,TX,(817) 389-3559,,32.4488886,-97.5364946,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=12270347484795202823,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; pipeline gathering integrity midstream construction; well service field services production support. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,32.448889|-97.536495,1,Single marker; tooltip opens on click
"Schrader Well Service, LLC",Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,11663 N Murphy Rd,Brazil,IN,(812) 448-8101,https://www.schraderwellman.com/,39.5572888,-87.1083037,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=7614786761700845093,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,39.557289|-87.108304,1,Single marker; tooltip opens on click
Sharp Oilfield Services,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,3603 FM 51,Gainesville,TX,(940) 668-8774,https://sharpoilfieldservices.com/,33.5990017,-97.1844712,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=15847965915388670188,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; well service field services production support; engine compressor repair service oil gas. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,33.599002|-97.184471,1,Single marker; tooltip opens on click
Silcor Oilfield Services,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,61514 Southgate Rd,Cambridge,OH,(740) 995-8022,,39.9940543,-81.5732486,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=6102284096595772976,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; oilfield supply pumps equipment rental; water hauling environmental disposal oil gas; well service field services production support. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,39.994054|-81.573249,1,Single marker; tooltip opens on click
Standard Core Drilling,Drilling / Downhole / Fluids,Google Places discovery lead,High,108 Quillen Ave SE,Coeburn,VA,(276) 395-3391,,36.9424327,-82.4625837,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=13577436365163699684,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; gas compression processing measurement methane services; pipeline gathering integrity midstream construction; well service field services production support; mobile well testing hydro testing pressure testing; NDT inspection tubular pipeline integrity services. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,36.942433|-82.462584,1,Single marker; tooltip opens on click
"Summit Oil Field Services, Inc",Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,1314 N 7th Ave,Greeley,CO,(970) 302-9331,http://www.summitofs.com/,40.4467262,-104.6862504,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=7664013035357248590,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; well service field services production support; engine compressor repair service oil gas. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,40.446726|-104.686250,1,Single marker; tooltip opens on click
